"Familia.APGIV","Familia","NombreActual","Authors","NombreMemoria","CODIGO","CodigoPBDY_18","FormaPBDY_2018","Forma_2015","NumRec_2018","MinYear_2018","MaxYear_2018","UserNotes2018","gbif_accepted_scientific_name","gbif_accepted_taxon_id","taxon_code"
"Aristolochiaceae","Aristolochiaceae","Aristolochia sp. H","","Aristolochia sp. H","ARIS_H","","","CW",1,2000,2000,"Scan of adult voucher awaiting ID.","Aristolochia",2873978,"ARIS_H-Aristolochia sp. H"
"Aristolochiaceae","Aristolochiaceae","Aristolochia sp. K","","Aristolochia sp. K","ARIS_K","","","CW",18,2005,2017,"","Aristolochia",2873978,"ARIS_K-Aristolochia sp. K"
"Aristolochiaceae","Aristolochiaceae","Aristolochia sp. L","","Aristolochia sp. L","ARIS_L","","","CW",1,2005,2005,"","Aristolochia",2873978,"ARIS_L-Aristolochia sp. L"
"Aristolochiaceae","Aristolochiaceae","Aristolochia sp. M","","Aristolochia sp. M","ARIS_M","","","CW",2,2007,2017,"","Aristolochia",2873978,"ARIS_M-Aristolochia sp. M"
"Asteraceae","Asteraceae","Asteraceae sp. C","","Asteraceae sp. C","AST_C","","","CW",561,2000,2017,"No adult vouchers. Widespread. Unsure if mixed collection.","Asteraceae",3065,"AST_C-Asteraceae sp. C"
"Asteraceae","Asteraceae","Asteraceae sp. D","","Asteraceae sp. D","AST_D","","","CW",7,2000,2012,"","Asteraceae",3065,"AST_D-Asteraceae sp. D"
"Asteraceae","Asteraceae","Asteraceae sp. G","","Asteraceae sp. G","AST_G","","","CW",450,2001,2017,"No adult vouchers. Widespread. Unsure if mixed collection.","Asteraceae",3065,"AST_G-Asteraceae sp. G"
"Asteraceae","Asteraceae","Asteraceae sp. H","","Asteraceae sp. H","AST_H","","","CW",10,2000,2016,"","Asteraceae",3065,"AST_H-Asteraceae sp. H"
"Asteraceae","Asteraceae","Asteraceae sp. Q","","Asteraceae sp. Q","AST_Q","","","CW",7,2000,2001,"","Asteraceae",3065,"AST_Q-Asteraceae sp. Q"
"Asteraceae","Asteraceae","Asteraceae sp. R","","Asteraceae sp. R","AST_R","","","CW",24,2000,2016,"Early records may include some UNCA_A.","Asteraceae",3065,"AST_R-Asteraceae sp. R"
"Asteraceae","Asteraceae","Asteraceae sp. S","","Asteraceae sp. S","AST_S","","","CW",82,2007,2013,"","Asteraceae",3065,"AST_S-Asteraceae sp. S"
"Asteraceae","Asteraceae","Mikania 'anchaliza'","","Mikania 'anchaliza'","MIKAAN","","","CW",38,2013,2014,"Separated from AST_B on 10-2013. Adult voucher awaiting ID.","Mikania",7722389,"MIKAAN-Mikania 'anchaliza'"
"Asteraceae","Asteraceae","Mikania 'dorata'","","Mikania 'dorata'","MIKADO","","","CW",54,2011,2016,"Separated from AST_B 12-2011. Adult voucher awaiting ID.","Mikania",7722389,"MIKADO-Mikania 'dorata'"
"Asteraceae","Asteraceae","Mikania sp. B ","(Cf. Mikania hookeriana DC.)","Asteraceae sp. B","AST_B","","","CW",6591,2000,2018,"Adult vouchers cf. hookeriana.  Very widespread. Early collections are definitely mixed with at least MIKAAN & MIDADO. Later collections may still  be mixed with other species.","Mikania",7722389,"AST_B-Asteraceae sp. B"
"Begoniaceae","Begoniaceae","Begonia sp. B","","Begonia sp. B","BEGO_B","","","XT",35,2000,2008,"","Begonia",2874710,"BEGO_B-Begonia sp. B"
"Bignoniaceae","Bignoniaceae","Adenocalymma cladotrichum","(Sandwith) L.G. Lohmann","Memora cladotricha","MEMOCL","MEMOCL","U","TU",27,2002,2017,"Memora cladotricha Sandwith (still plot name) moved into Adenocalymma by Lohmann & Taylor 2014.","Adenocalymma cladotrichum",7452137,"MEMOCL-Memora cladotricha"
"Bignoniaceae","Bignoniaceae","Adenocalymma 'purpurascens'","","Adenocalymma 'purpurascens'","ADENPU","","","CW",150,2000,2018,"Adult voucher awaiting ID.","Adenocalymma",10767005,"ADENPU-Adenocalymma 'purpurascens'"
"Bignoniaceae","Bignoniaceae","Amphilophium cf. sp A.","","Amphilophium sp. A","AMPH_A","","","CW",111,2006,2017,"Probably not Amphilophium.","Amphilophium",3172588,"AMPH_A-Amphilophium sp. A"
"Bignoniaceae","Bignoniaceae","Amphilophium crucigerum","(L.) L.G. Lohmann ","Pithecoctinium sp. A","PITH_A","","","CW",33,2006,2017,"Pithecoctinium crucigerum (L.) A.H. Gentry moved into Amphilophium by Lohmann & Taylor 2014.","Amphilophium crucigerum",4931838,"PITH_A-Pithecoctinium sp. A"
"Bignoniaceae","Bignoniaceae","Amphilophium paniculatum","(L.) Kunth","Amphilophium paniculatum","AMPHPA","","","CW",78,2000,2011,"","Amphilophium paniculatum",3172589,"AMPHPA-Amphilophium paniculatum"
"Bignoniaceae","Bignoniaceae","Amphilophium sp. ","","Distictella sp. A","DIS1_A","","","CW",79,2004,2016,"Distictella moved into Amphilophium by Lohmann & Taylor 2014. Not equal to AMPH_A.","Amphilophium",3172588,"DIS1_A-Distictella sp. A"
"Bignoniaceae","Bignoniaceae","Anemopaegma 'chrysoleucum'","","Anemopaegma chrysoleucum","ANEMCH","","","CW",163,2000,2017,"Not Anemopaegma chrysoleucum because seeds not buoyant & not water dispersed. Adult voucher awaiting ID.","Anemopaegma",3172463,"ANEMCH-Anemopaegma chrysoleucum"
"Bignoniaceae","Bignoniaceae","Arrabidaea sp. B","","Arrabidaea sp. B","ARRA_B","","","CW",41,2000,2016,"Arrabidaea recently divided into three genera by Lohmann & Taylor 2014).  Identification to Fridericia or Cuspidaria or Tanaecium not yet possible. ",NA,3233562,"ARRA_B-Arrabidaea sp. B"
"Bignoniaceae","Bignoniaceae","Bignonia cf. aequinoctialis","L. ","Bignoniaceae sp. F","BIG_F","","","CW",131,2000,2017,"Adult voucher awaiting ID confirmation. Cydista aequinoctialis (L.) Miers. transferred back to Bignonia by Lohmann & Taylor 2014.","Bignonia aequinoctialis",3172559,"BIG_F-Bignoniaceae sp. F"
"Bignoniaceae","Bignoniaceae","Bignonia sp. A","","Roentgenia sp. A","ROEN_A","","","CW",1,2013,2013,"Adult voucher awaiting identification. Roentgenia moved into Bignonia by Lohmann & Taylor 2014.","Bignonia",3172515,"ROEN_A-Roentgenia sp. A"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. AE","","Bignoniaceae sp. AE","BIG_AE","","","CW",57,2000,2016,"","Bignoniaceae",6655,"BIG_AE-Bignoniaceae sp. AE"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. AK","","Bignoniaceae sp. AK","BIG_AK","","","CW",7,2000,2010,"","Bignoniaceae",6655,"BIG_AK-Bignoniaceae sp. AK"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. AM","","Bignoniaceae sp. AM","BIG_AM","","","CW",4,2000,2001,"","Bignoniaceae",6655,"BIG_AM-Bignoniaceae sp. AM"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. AO","","Bignoniaceae sp. AO","BIG_AO","","","CW",2,2000,2000,"Possibly equal BIG_AE.","Bignoniaceae",6655,"BIG_AO-Bignoniaceae sp. AO"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. AP","","Bignoniaceae sp. AP","BIG_AP","","","CW",3,2000,2016,"","Bignoniaceae",6655,"BIG_AP-Bignoniaceae sp. AP"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. AS","","Bignoniaceae sp. AS","BIG_AS","","","CW",14,2001,2008,"","Bignoniaceae",6655,"BIG_AS-Bignoniaceae sp. AS"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. AW","","Bignoniaceae sp. AW","BIG_AW","","","CW",6,2001,2017,"","Bignoniaceae",6655,"BIG_AW-Bignoniaceae sp. AW"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. AZ","","Bignoniaceae sp. AZ","BIG_AZ","","","CW",1,2001,2001,"","Bignoniaceae",6655,"BIG_AZ-Bignoniaceae sp. AZ"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. B","","Bignoniaceae sp. B","BIG_B","","","CW",508,2000,2017,"","Bignoniaceae",6655,"BIG_B-Bignoniaceae sp. B"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. BA","","Bignoniaceae sp. BA","BIG_BA","","","CW",23,2000,2004,"","Bignoniaceae",6655,"BIG_BA-Bignoniaceae sp. BA"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. BB","","Bignoniaceae sp. BB","BIG_BB","","","CW",185,2000,2016,"","Bignoniaceae",6655,"BIG_BB-Bignoniaceae sp. BB"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. BL","","Bignoniaceae sp. BL","BIG_BL","","","CW",5,2001,2017,"","Bignoniaceae",6655,"BIG_BL-Bignoniaceae sp. BL"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. BM","","Bignoniaceae sp. BM","BIG_BM","","","CW",27,2001,2011,"","Bignoniaceae",6655,"BIG_BM-Bignoniaceae sp. BM"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. BQ","","Bignoniaceae sp. BQ","BIG_BQ","","","CW",2,2004,2004,"","Bignoniaceae",6655,"BIG_BQ-Bignoniaceae sp. BQ"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. C","","Bignoniaceae sp. C","BIG_C","","","CW",316,2000,2014,"","Bignoniaceae",6655,"BIG_C-Bignoniaceae sp. C"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. G","","Bignoniaceae sp. G","BIG_G","","","CW",425,2000,2017,"Adult vouchers awaiting identification.","Bignoniaceae",6655,"BIG_G-Bignoniaceae sp. G"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. S","","Bignoniaceae sp. S","BIG_S","","","CW",8,2000,2009,"","Bignoniaceae",6655,"BIG_S-Bignoniaceae sp. S"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. V","","Bignoniaceae sp. V","BIG_V","","","CW",55,2000,2010,"","Bignoniaceae",6655,"BIG_V-Bignoniaceae sp. V"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. W","","Bignoniaceae sp. W","BIG_W","","","CW",517,2000,2018,"Scan of adult voucher awaiting identification. Specimen with few leaflets & flowers. Voucher at Yasuni with insufficeint material to export for ID.","Bignoniaceae",6655,"BIG_W-Bignoniaceae sp. W"
"Bignoniaceae","Bignoniaceae","Bignoniaceae sp. X","","Bignoniaceae sp. X","BIG_X","","","CW",26,2000,2015,"No adult vouchers yet for identification.","Bignoniaceae",6655,"BIG_X-Bignoniaceae sp. X"
"Bignoniaceae","Bignoniaceae","Callichlamys latifolia","(Rich.) K. Schum.","Callichlamys latifolia","CAL2LA","","","CW",151,2001,2016,"","Callichlamys latifolia",8338389,"CAL2LA-Callichlamys latifolia"
"Bignoniaceae","Bignoniaceae","Dolichandra sp. A","","Macfadyena sp. A","MACF_A","","","CW",24,2000,2000,"Macfadyena moved into Dolichandra by Lohmann & Taylor 2014.","Dolichandra",6401165,"MACF_A-Macfadyena sp. A"
"Bignoniaceae","Bignoniaceae","Fridericia cf. schumanniana"," (Loes.) L.G. Lohmann ","Bignoniaceae sp. Y","BIG_Y","","","CW",224,2000,2017,"Fruits similar to Arrabideae verrusoca  (Standl.) A.H. Gentry but identification needs confirmation.  Arrabideae verrucosa transferred to Fridericia schumanniana by Lohmann & Taylor 2014.","Fridericia schumanniana",7930324,"BIG_Y-Bignoniaceae sp. Y"
"Bignoniaceae","Bignoniaceae","Fridericia sp. A","","Arrabidaea sp. A","ARRA_A","","","CW",489,2000,2018,"Arrabidaea recently divided by Lohmann & Taylor 2014 into three genera.  This sample identified as Fridericia sp.  No adult voucher yet.","Fridericia",3233562,"ARRA_A-Arrabidaea sp. A"
"Bignoniaceae","Bignoniaceae","Jacaranda copaia","(Aubl.) D. Don","Jacaranda copaia","JAC1CO","JACACO","T","TC",873,2001,2018,"","Jacaranda copaia",7298763,"JAC1CO-JACACO-Jacaranda copaia"
"Bignoniaceae","Bignoniaceae","Jacaranda glabra","(DC.) Bureau & K. Schum.","Jacaranda glabra","JAC1GL","JACAGL","M","TM",5,2008,2013,"","Jacaranda glabra",4094115,"JAC1GL-JACAGL-Jacaranda glabra"
"Bignoniaceae","Bignoniaceae","Mansoa parvifolia","(A.H. Gentry) A.H. Gentry","Mansoa parvifolia","MANSPA","","","CW",1,2015,2015,"","Mansoa parvifolia",4094378,"MANSPA-Mansoa parvifolia"
"Bignoniaceae","Bignoniaceae","Tanaecium pyramidatum","(Rich.) L.G. Lohmann  ","Bignoniaceae sp. AJ","BIG_AJ","","","CW",24,2000,2012,"Identified by fruits & seeds & seedling.  Paragonia pyramidata (Rich.) Bureau moved into Tanaecium by Lohmann & Taylor 2014.","Tanaecium pyramidatum",7933875,"BIG_AJ-Bignoniaceae sp. AJ"
"Bignoniaceae","Bignoniaceae","Tynanthus sp.","","Bignoniaceae sp. BO","BIG_BO","","","CW",5,2002,2003,"","Tynanthus",3172598,"BIG_BO-Bignoniaceae sp. BO"
"Boraginaceae","Boraginaceae","Cordia chamissoniana","Steud.","Cordia chamissoniana","CORDCH","CORDCH","T","TC",326,2000,2018,"","Cordia chamissoniana",7294411,"CORDCH-Cordia chamissoniana"
"Boraginaceae","Boraginaceae","Cordia collocacca","L.","Cordia 'aspera'","CORDA1","CORDCO","M","TM",2,2017,2017,"","Cordia collococca",5341261,"CORDA1-CORDCO-Cordia 'aspera'"
"Boraginaceae","Boraginaceae","Cordia hebeclada","I.M. Johnst.","Cordia hebeclada","CORDHE","CORDHE","T","TC",30,2004,2016,"","Cordia hebeclada",5661992,"CORDHE-Cordia hebeclada"
"Boraginaceae","Boraginaceae","Cordia nodosa","Lam.","Cordia nodosa","CORDNO","CORDNO","S","SL",262,2001,2017,"","Cordia nodosa",7295069,"CORDNO-Cordia nodosa"
"Boraginaceae","Boraginaceae","Cordia sp. A","","Cordia sp. A","CORD_A","","","T?",13,2000,2011,"","Cordia",2900865,"CORD_A-Cordia sp. A"
"Boraginaceae","Boraginaceae","Cordia sp. B","","Cordia sp. B","COR_B","","","T?",1,2004,2004,"","Cordia",2900865,"COR_B-Cordia sp. B"
"Boraginaceae","Boraginaceae","Tournefortia sp. B","","Tournefortia sp. B","TOUR_B","","","CW",4,2004,2008,"","Tournefortia",2925828,"TOUR_B-Tournefortia sp. B"
"Boraginaceae","Boraginaceae","Tournefortia 'tace'","","Tournefortida 'tace'","TOURTA","","","CW",171,2005,2018,"Adult voucher awaiting ID.","Tournefortia",2925828,"TOURTA-Tournefortida 'tace'"
"Boraginaceae","Boraginaceae","Tournefortia ulei","Vaupel","Tournefortia ulei","TOURUL","","","CW",400,2001,2018,"Adult voucher awaiting ID confirmation.","Heliotropium ulei",10851762,"TOURUL-Tournefortia ulei"
"Bromeliaceae","Bromeliaceae","Aechmea chantinii","(Carrière) Baker","Aechmea 'amazonica'","AECHAM","","","EH",2,2017,2017,"Aechmea amazonica Ule is a synonym of Aechmea chantinii. Source of name unknown.","Aechmea chantinii",2698292,"AECHAM-Aechmea 'amazonica'"
"Bromeliaceae","Bromeliaceae","Aechmea sp. A","","Bromeliaceae sp. A","BRO_A","","","EH",2,2000,2002,"","Aechmea",2697812,"BRO_A-Bromeliaceae sp. A"
"Bromeliaceae","Bromeliaceae","Bromeliaceae sp. B","","Bromeliaceae sp. B","BRO_B","","","EH",2,2003,2009,"","Bromeliaceae",3740,"BRO_B-Bromeliaceae sp. B"
"Bromeliaceae","Bromeliaceae","Bromeliaceae sp. C","","Bromeliaceae sp. C","BRO_C","","","EH",1,2001,2001,"","Bromeliaceae",3740,"BRO_C-Bromeliaceae sp. C"
"Bromeliaceae","Bromeliaceae","Bromeliaceae sp. D","","Bromeliaceae sp. D","BRO_D","","","EH",5,2001,2003,"","Bromeliaceae",3740,"BRO_D-Bromeliaceae sp. D"
"Bromeliaceae","Bromeliaceae","Bromeliaceae sp. E","","Bromeliaceae sp. E","BRO_E","","","EH",2,2002,2002,"","Bromeliaceae",3740,"BRO_E-Bromeliaceae sp. E"
"Bromeliaceae","Bromeliaceae","Bromeliaceae sp. F","","Bromeliaceae sp. F","BRO_F","","","EH",6,2002,2009,"","Bromeliaceae",3740,"BRO_F-Bromeliaceae sp. F"
"Bromeliaceae","Bromeliaceae","Bromeliaceae sp. H","","Bromeliaceae sp. H","BRO_H","","","EH",1,2002,2002,"","Bromeliaceae",3740,"BRO_H-Bromeliaceae sp. H"
"Bromeliaceae","Bromeliaceae","Bromeliaceae sp. I","","Bromeliaceae sp. I","BRO_I","","","EH",19,2002,2010,"","Bromeliaceae",3740,"BRO_I-Bromeliaceae sp. I"
"Bromeliaceae","Bromeliaceae","Bromeliaceae sp. J","","Bromeliaceae sp. J","BRO_J","","","EH",19,2002,2015,"","Bromeliaceae",3740,"BRO_J-Bromeliaceae sp. J"
"Bromeliaceae","Bromeliaceae","Bromeliaceae sp. L","","Bromeliaceae sp. L","BRO_L","","","EH",55,2001,2003,"","Bromeliaceae",3740,"BRO_L-Bromeliaceae sp. L"
"Bromeliaceae","Bromeliaceae","Bromeliaceae sp. M","","Bromeliaceae sp. M","BRO_M","","","EH",6,2001,2006,"","Bromeliaceae",3740,"BRO_M-Bromeliaceae sp. M"
"Bromeliaceae","Bromeliaceae","Bromeliaceae sp. N","","Bromeliaceae sp. N","BRO_N","","","EH",160,2000,2017,"","Bromeliaceae",3740,"BRO_N-Bromeliaceae sp. N"
"Burseraceae","Burseraceae","Crepidospermum rhoifolium","(Benth.) Triana & Planch.","Crepidospermum rhoifolium","CREPRH","CREPRH","M","TM",25,2001,2016,"","Crepidospermum rhoifolium",3992648,"CREPRH-Crepidospermum rhoifolium"
"Burseraceae","Burseraceae","Dacryodes 'gorda'","","Dacryodes 'gorda'","DACRGO","DACRGO","M","TM",13,2001,2016,"","Dacryodes",3190454,"DACRGO-Dacryodes 'gorda'"
"Burseraceae","Burseraceae","Dacryodes peruviana","(Loes.) H.J. Lam","Dacryodes peruviana","DACRPE","DACRPE","M","TM",2,2015,2015,"","Dacryodes peruviana",7286858,"DACRPE-Dacryodes peruviana"
"Burseraceae","Burseraceae","Protium amazonicum","(Cuatrec.) Daly","Protium amazonicum","PROTAM","PROTAM","T","TC",653,2000,2017,"","Protium amazonicum",3992544,"PROTAM-Protium amazonicum"
"Burseraceae","Burseraceae","Protium aracouchini","(Aubl.) Marchand","Protium aracouchini","PROTAR","PROTAR","M","TM",49,2004,2017,"","Protium aracouchini",7286738,"PROTAR-Protium aracouchini"
"Burseraceae","Burseraceae","Protium 'brillanodu'","","Protium 'brillanodu'","PROTBR","PROTBR","T","TC",472,2000,2018,"","Protium",7286732,"PROTBR-Protium 'brillanodu'"
"Burseraceae","Burseraceae","Protium glabrescens","Swart","Protium glabrescens","PROTGL","PROTGL","T","TC",360,2000,2017,"","Protium glabrescens",3993224,"PROTGL-Protium glabrescens"
"Burseraceae","Burseraceae","Protium 'grannodu'","","Protium 'grannodu'","PROTGR","PROTGR","T","TC",2,2002,2002,"","Protium",7286732,"PROTGR-Protium 'grannodu'"
"Burseraceae","Burseraceae","Protium guianense","(Aubl.) Marchand","Protium guianense","PROTGU","PROTGU","M","TM",58,2000,2012,"","Protium guianense",3993081,"PROTGU-Protium guianense"
"Burseraceae","Burseraceae","Protium nodulosum","Swart","Protium nodulosum","PROTNO","PROTNO","T","TC",1148,2000,2018,"","Protium nodulosum",3994070,"PROTNO-Protium nodulosum"
"Burseraceae","Burseraceae","Protium sagotianum","Marchand","Protium sagotianum","PROTSA","PROTSA","T","TC",937,2000,2018,"","Protium sagotianum",3993226,"PROTSA-Protium sagotianum"
"Burseraceae","Burseraceae","Protium stevensonii","(Stand.) Daly","Tetragastris panamensis","TET2PA","TETGPA","T","TC",397,2000,2018,"Tetragastris panamensis (Engl.) Kuntze transferred into Protium.","Tetragastris panamensis",7286863,"TET2PA-TETGPA-Tetragastris panamensis"
"Burseraceae","Burseraceae","Trattinnickia lawrancei var. boliviana","Swart","Trattinnickia aspera","TRATAS","TRATAS","T","TC",217,2000,2017,"Only one variety on plot. Var. boliviana in 2009 plot list.","Trattinnickia boliviana",3992670,"TRATAS-Trattinnickia aspera"
"Cactaceae","Cactaceae","Epiphyllum cf. phyllanthus","(L.) Haw.","Epiphyllum sp. A","EPIP_A","","","EH",6,2006,2015,"","Epiphyllum phyllanthus",5384030,"EPIP_A-Epiphyllum sp. A"
"Calophyllaceae","Clusiaceae","Calophyllum brasiliense","Cambess.","Calophyllum brasiliense","CAL3BR","CALOBR","E","TE",40,2000,2017,"","Calophyllum brasiliense",5421069,"CAL3BR-CALOBR-Calophyllum brasiliense"
"Calophyllaceae","Clusiaceae","Caraipa 'comun'","","Caraipa 'comun'","CAR1CO","CARACO","T","TC",1,2011,2011,"Was Caraipa 'comun' in plot lists 2018 & 2014. Was Caraipa aff. Myricoides Ducke in plot list  2009-2010.","Caraipa",7330048,"CAR1CO-CARACO-Caraipa 'comun'"
"Calophyllaceae","Clusiaceae","Marila 'comun' ","","Marila 'comun'","MAR1CO","MARICO","T","TC",10,2007,2018,"Was Marila 'comun' in  plot lists 2018 & 2014. Was Marila cf. pluricostat Standl. & L.O. Williams in plot lists 2009-2010.","Marila",3189554,"MAR1CO-MARICO-Marila 'comun'"
"Campanulaceae","Campanulaceae","Centropogon loretensis","E. Wimm.","Centropogon loretensis","CENTLO","CENTLO","S","SL",12,2003,2011,"","Centropogon loretensis",5412643,"CENTLO-Centropogon loretensis"
"Cannabaceae","Ulmaceae","Celtis iguanaea","(Jacq.) Sarg.","Celtis iguanaea","CELTIG","","","CW",1124,2000,2018,"","Celtis iguanaea",2984498,"CELTIG-Celtis iguanaea"
"Cannabaceae","Ulmaceae","Celtis schippii","Standl.  ","Celtis schippii","CELTSC","CELTSC","T","TC",932,2000,2018,"","Celtis schippii",4159734,"CELTSC-Celtis schippii"
"Capparaceae","Capparidaceae","Capparidastrum osmanthum","(Diels) Cornejo & Iltis","Capparis osmantha","CAPPOS","CAPPOS","M","TM",8,2002,2017,"Generic name change (through synonymy). Changed in  plot lists 2014 & 2018.","Capparidastrum osmanthum",7379306,"CAPPOS-Capparis osmantha"
"Capparaceae","Capparidaceae","Capparidastrum sola","(J.F. Macbr.) Cornejo & H. Iltis","Capparis sola","CAPPSO","CAPPSO","S","SL",7,2000,2014,"Generic name change (through synonymy). Changed in plot lists 2014 & 2018.","Capparidastrum solum",8405416,"CAPPSO-Capparis sola"
"Capparaceae","Capparidaceae","Capparis sp. A","","Capparis sp. A","CAPP_A","","","T?",1,2000,2000,"","Capparis",3054191,"CAPP_A-Capparis sp. A"
"Capparaceae","Capparidaceae","Preslianthus detonsus","(Triana & Planch.) Iltis & Cornejo","Capparis detonsa","CAPPDE","CAPPDE","U","TU",14,2003,2010,"Generic name change (through synonymy). Changed in plot lists 2014 & 2018.","Preslianthus detonsus",7790974,"CAPPDE-Capparis detonsa"
"Caricaceae","Caricaceae","Carica microcarpa","Jacq.","Carica microcarpa","CARIMI","CARIMI","S","SL",2,2017,2017,"","Vasconcellea microcarpa",7269680,"CARIMI-Carica microcarpa"
"Caricaceae","Caricaceae","Jacaratia digitata","(Poepp. & Engl.) Solms","Jacaratia digitata","JAC2DI","JACTDI","T","TC",11,2009,2017,"","Jacaratia digitata",3838792,"JAC2DI-JACTDI-Jacaratia digitata"
"Caryocaraceae","Caryocaraceae","Anthodiscus amazonicus","Gleason & A.C. Sm.","Anthodiscus amazonicus","ANTHAM","ANTHAM","T","TC",302,2000,2017,"","Anthodiscus amazonicus",5592414,"ANTHAM-Anthodiscus amazonicus"
"Caryocaraceae","Caryocaraceae","Caryocar glabrum","(Aubl.) Pers.","Caryocar glabrum","CAR4GL","CARYGL","T","TC",3,2000,2017,"","Caryocar glabrum",3826026,"CAR4GL-CARYGL-Caryocar glabrum"
"Celastraceae","Hippocrateaceae","Anthodon decussatus","Ruiz & Pav.","Anthodon sp. O","ANT1_O","","","CW",13,2003,2009,"Fruit photo identified as Anthodon decussatus by J. Lombardi (2013).","Anthodon decussatum",5579479,"ANT1_O-Anthodon sp. O"
"Celastraceae","Hippocrateaceae","Cheiloclinium cognatum","(Miers) A.C. Sm.","Cheiloclinium cognatum","CHEICO","CHEICO","S","SL",1365,2000,2018,"","Cheiloclinium cognatum",3790743,"CHEICO-Cheiloclinium cognatum"
"Celastraceae","Hippocrateaceae","Cuervea kappleriana","(Miq.) A.C. Sm.","Hylenaea comosa","HYLECO","ZZHISE","V","CW",182,2000,2017,"New ID to plot lianas. Our specimen scans & photos identified by J. Lombardi as Cuervea kappleriana (2013). Fruits are different from those on BCI.","Cuervea kappleriana",3792999,"HYLECO-ZZHISE-Hylenaea comosa"
